question,subject,choices,answer
"The owner  of.  a test pre-p company sent a.n advertisemen:t- reg;a-rding the  company's re:view co.urses to  a local  newspaper. In an  accomp.any;ing le-tter, t.he owner i;nst:ructed the newspaper to publish- the. a;d in an  upcomin-g edition. The ad  was received by. the newspaper's adve;rtisi-ng editor. Th.e,  ne;xt; day the  editor phoned the o:wner and told  her that  h,e would not permit the newspaper  t.o  run the ad. When the owner ask-ed fo:r an explanation, t.he ed,ito,r  replied, ""My daughter t;ook  your rev.iew course; and s-cored lo:w on: her entr,ance exams to college and: did,n't  get int;o the college: of  her  choice. Because o,f your instructors, sh.e's  n;o-w working a;t the; mall. T,hat's- why I'm prohibiti,ng the n-ewspaper from publishing your ad. ""  The editor then f,or-warded  a.  l:ette;r t-o the, owner  rei.terating hi.s newspape.r's refusa:l to have  the. ad pu.blished. In an appr;op.riate:  action,  the  owner brings  suit against  t:he editor and the newsp-aper seeking  an order that would r:equi.re the new-spaper to pub;lish the advertisement. In su-ch action, who wi,l:l prevai:l?",professional_law,"['The owner, because such advertising is protected by the First Amendment under the commercial speech doctrine.', 'The owner, because there is a constitutional right of advertising under the First and Fourteenth Amendments.', 'The editor and newspaper, because Congress is empowered to prohibit untruthful advertising, even where it urges the purchase of a legal, validly offered item.', 'The editor and newspaper, because there is no constitutional right of advertising under the First and Fourteenth Amendments.']",3
"After a: fire destroyed h.er home, a pl.ain;tiff sued the insurance company that in:sured the home for the p;roceeds, of  her  policy. The compa,ny  claimed that t.he policy had lap;sed.  A:t trial, th,e: plaintiff  adm.it-s. that she failed to make  a timel:y premi-um payment; howe.ver, she  cites a policy prov,isio;n  that required  the- company to give  her  notice  th:at it had: not received the premium by, a  specified: d.ate and te.stifies:  that. she  never received su:ch a notice. The comp.any  then  calls i-ts chief bil:li:ng clerk, who is com,pany then calls  its ch,ief billing cl-erk, who is prepared to testify that, becaus,e- o,f the-  plaintiff's unusual  n.ame, the cl-erk  remembers preparing the pl.aintiff's n,otice and placing it in the ""out.""  box on his de-sk, a-nd that a,n empl:o;ye,e  from  the company's  mailro:om  daily p:icks up all mai;l  fr;om office ""out"" boxes. and pla;ces it-  in a U.S-. mail depo-s-it b-ox.  How should the court ru.le on the a;dmissi;bi.lity  of the billing clerk's testimony?",professional_law,"['It is admissible only if the company produces corroborative evidence, such as a mailing checklist.', 'It is admissible without more, because it is evidence of the routine practice of a business.', ""It is inadmissible, because evidence of the mailroom employee's general practice does not prove the particular mailing."", 'It is inadmissible, because the billing clerk lacks personal knowledge of the actual mailing. mailing.']",1
"In an effort to counteract;  a  steep; increase i:n- juv,enile cri,me,  a- state enacted  a law  terminatin.g the: pare.nt,al rights o,f any; state  resident w;ho:se  child under 16 ye:ars of age is convi:cted of a violen,t crime i-n the state. The law directs the s.tate juvenile. co;u.rt  to. enter a termination order in such a case after the par;ent ha;s be;en affo.rded notice and an opportu;ni-ty for; a hea:ring at which the only: relevant is,sues are the age of t;h,e child and w.het;h.er the chil.d ha-s  been  convicted of a  v-iol.ent crime  in the state. Is t.h.e state  law constitu;tional?",professional_law,"['No, because the law is not narrowly tailored to serve a substantial state interest.', 'No, because the law is not necessary to serve a compelling state interest.', ""Yes, because a state's police power authorizes it to punish criminal behavior with appropriate sanctions."", 'Yes, because the law is rationally related to a legitimate state interest.']",1
"A fa,ther died le:aving a will by w-hich- he  devised a 100-acre trac;t to: his daughter. At the  time o-f the, father's dea-th, he  be;liev-ed: th,at he owned al,l of the 100-acre tr;act. Howev-er, the f-ather actu,ally owned 95 acres- of the tract. The other-  fi,v.e acres  were owne:d by  a farmer. After taking, po,ssessi;o:n of the  t-ract, th;e daughte;r executed and deliv.ere.d a wa.rranty deed to a buyer, purporting to, conv,ey all 100 acres of the tract. The agre-e.d purchas.e pr.ice was $100,000. Acco:rding  t.o the terms of the sale, the  buyer  pa,id the daughter a. down pa.yment of $25,000, with  th;e unpaid. portion of the pu,r,chas,e  price (i. e. , $75,000) secured  by a m:o:rtgage.. The mortgage ins.trume-nt  described. th,e property inter-est as covering a.ll 100 a;cres of  the tr:act. After the daughter buyer transaction was; complete.d, the farmer came forward and informed the  parties:  t:hat she was th;e true record ow:ne:r of five acres  of the 100-acre tract. Upon- the farmer's: thre:at to sue to quie:t  t-itle, t,he da:ughter negotiated-  a deal: whereby s.he paid the farmer $5,000 for t:h;e five-acre tract. As. par,t of t.h.eir agreement, the farmer execut:ed and  delivered. a. quitclaim- d-eed qui;tc,laimin:g to the buy.er a-ll of her- interest. in the fi;ve-acr-e parcel.  Ther;eafter, the buy;er defaulte;d o;n the m-ortgage debt, and the  da.ughter pr.operly  consummated f.oreclosure proceedings-, becoming th.e pur.chaser of the tract a-t. her own for,eclo;su.re s,ale.  The.  description  of the deed in t,he f,o;reclosure, sale refe-rre;d t.o the tract- as consi;st.ing. of all 100 acres.  After the- fo;reclosure  sale: wa-s finalized, the buyer.  bro:ught suit claiming  title; i;n fee simple to  the  five-acre  tract, formerly owne-d by  the  farmer. In a;n  appropri:ate acti:on  to determi.n;e the tit:le  t.o the sa:id five-ac-re tract, the  buy,er w-ill",professional_law,"['lose, because the daughter did not have good and marketable title at the time she purported to convey the 100-acre tract to the buyer.', 'lose, because the doctrine of after-acquired title controls.', 'win, because the deed from the farmer to the buyer was a quitclaim deed.', 'win, because the quitclaim deed from the farmer to the buyer was subsequent to the deed from the daughter to the buyer and to the mortgage.']",1
"Late  one night, an accountant wa:lked into  a bar and ordered a whi;skey sour. The b-arte;nde;r served the drink,  even though the accountant  looked  an,d acted as though he was already very intoxica,ted. The accountant soon had  consumed; fiv-e more c:oc,kt:ails,  which the ba:rtender se,rved, desp:i:te t-he accou:ntant's  obv:iously and  un,mis;t-akably d;runken  condition. Af-te.r fin-ish.ing his si;xth dri,nk  in the ba-r,  the accountant. sai-d good night to the  barten.der, staggered o.u,t  of  the bar, go;t into his car;, and dr,ove. awa:y:. Afte.r  we.av-i.ng back an,d fo.r-th acro,ss the-  road for  several  bloc,ks, the account;ant cr-ashe,d his- car into  a pedestrian  wh,o, was walkin-g on the s,idewalk n:e-x:t to the road. The pe-destrian suffered serious injuries to his back and legs. The bartender's act  o-f  serv.i,ng drinks t:o, the accounta;nt;  woul,d mos.t likely be. viewed as the",professional_law,"[""proximate cause of the pedestrian's injuries."", ""superseding cause of the pedestrian's injuries."", ""direct cause of the pedestrian's injuries."", ""intervening cause of the pedestrian's injuries.""]",0
"A  drive:r wa;s ha;ving trouble finding  a  place to p,ark hi,s  ca-r ne:ar a store at. which he nee:ded  to make, a qui;ck st;op to purchase s,omet;h,ing. He. dec;ide.d t-o just par:k alo:ng the road next to t.he s-tore;, even though th;ere  was not reall;y a lane  o-r s:pace; there in,tende;d for  parking. The d;river  pulled his- car as far off the roadwa;y- as. he  could and figured t;hat it  would  be f,ine beca:use  he  would on-l.y be in the stor:e f.or a few mi,n,utes.  While the dri-ver. was  in  the sto:re, a car dr.iven by; a  woman a-pproach-ed the spot whe,re the  driver had- left- his car. When the  wo,man saw the drive;r's car; a:nd rea:lize.d it: was  partially ob,str-ucting t:he  ro-ad, she,  tr-ied to  av;oi-d hitting it but  crashed in-to: it. The accident ca.u.sed $5,000 worth. of d,amage to. the d-river,'s car and $1,000 worth of damage to th:e woman-'s c:ar. Assume  that- the jur;isd-iction f-oll,ows tra.diti.onal  contributory  negligence r-ules and  that the woman  had: the la:st. c,le,ar chanc:e  to avoi-d t,he;  c-ollision. How much, if  anythin;g,  could  the  driv,er  recover in a laws;uit  agains,t the woman for ne,gligence?",professional_law,"['$5,000, or the full amount of damages to his car.', ""$4,000, or the full amount of his damages, minus the woman's damages."", '$2,500, or half of his damages.', 'Nothing, because the driver was contributorily negligent for parking his car so that part of it stuck out into the street.']",0
"An accountant had an office on the e,ighth floor of- a downt:own  b;u-ilding.  The- acco-untan,t wanted  to have-  renovations done to the; entrance to  the of,fice. He hired an i.nteri;or  designer t;o do the w:ork. The designer. told;  th-e. accounta.nt that he  h.ad several options for the type of glass to be use.d in  the door to  the office. He could use half-inch thick plate. g-lass, which woul;d look nice and be relativ.ely inexpe.nsive. On th:e other hand, he could use temper;ed glass, which would c,ost twice as much but wo,uld be: five time-s stronger  th;an plate glass,, m;ore: d.iffic;ult to scratch, and  capable of w-it:hstandin-g a, bl:ow  from a h-a.mmer. The design.er- explained that the: great majority of residential and sm:all business esta,blishmen,t:s; use plate, gl,a;ss for s;uch doo-rs. The  accountant chose to go  wit:h t,he plate glass. Th,e accountant orde:red- a plat.e glass  door: from a manufacturer and had the designer in,stall t-he door  whe;n it  ar:riv,e.d. A few m:o-n-ths lat:e-r, the; door  shattered wh;en; one; of the accountant's clients p.ull-ed o,n the  handle to op-en i:t.  T:he glass- cut the client's han;d.. If the cl.i,ent ass:e.rts a claim again-st  the a:ccount-ant based on negligence  and  estab.lishes negligent,  ma-nuf:actu,re of the, glass door by the manufactur:er that was no-t d.iscoverable; through  reasonab.le inspection, the: plai;ntiff  will",professional_law,"[""prevail, because the accountant is liable for its supplier's negligence."", 'prevail, because the accountant instructed the designer to install plate glass rather than the more durable tempered glass.', 'not prevail, because the accountant could not reasonably have been expected to discover the defect.', 'not prevail, because the proper defendant is the manufacturer or the designer, not the accountant.']",2
"A, l,andowner conveye;d 50 acres of, his orchard to a fann:er. The:  deed contain:ed the  foll.owing covena-nts:(1) seis;in,  (2) right  to convey, an;d (3) against encumbrances. When the landowner conveyed the p,ropert:y to t.he farme,r,  t-here w-as an outstanding mortgage. The farmer  to;ok possession, an;d shortly; the.reafter,  threatened with  foreclosure, h.e; pai:d. of.f t.he  mortgage wi-th i-nterest. Th;e f,arm:er, now  sues  f.or breach of cove.n;ant,  against- encumbr;ances. The court will  most li;kely allo;w",professional_law,"['recovery for the amount in principal and ininterest thereon from the time of the mortgagepayment.', 'recovery for only the principal that the farmerpaid on the mortgage.', 'recovery for the measure of value betweenthe value of the land with and without such anencumbrance.', 'no recovery.']",0
"A  plaintiff was hit and i:njured by  a- falling branch on a. sidewalk in  front of a conveni:ence  store. The p.laintiff  calls a w-oman  to testify. The woman pr-oposes to  testify that a  witness who is no;w deceased told the w;oman t:ha;t when he was walking past the conveni-ence store one week before the plai.nti;ff w;as hit by the- branch, the  witn-ess saw an, employee  of the co.nvenience store: sho-ve-ling  snow, from the s;i-dew-alk in f.r-ont of th;e  store,. The w,oma-n's testimony  is",professional_law,"['admissible, because the witness is unavailable to testify.', 'admissible, as relevant for the limited purpose of proving that the convenience store owner retained control over the sidewalk where the accident occurred.', 'inadmissible, because it is hearsay not within any recognized exception.', ""inadmissible, because of the Dead Man's Statute.""]",2
"Ea.ch  year, the local b,oys'  and girls' club sponsors a ""Base,bal.l  Card Bonanz.a;. "" Duri-ng the  three- da:y ev-ent, collector,s of base,ball  cards gathe;r,  excha.nging, and swapping old cards. A b-oy and a- girl, both 12-year;-old youngsters at: the bonanza, were- looking at eac;h othe:r's: cards when they w-er,e approa;ched, by a 32-ye:ar-old collector. The colle.cto;r asked t-he boy and. gi-rl if he could look  through  their base:ball cards. The boy  and girl no-dded  affirmatively. As the collector, was  fl;ipping through the;  boy-'s. cards, he found a 1948 card feat,u,ring Branch  Rickey, the former ow-ner of  the Br:o;oklyn  Dodgers.  The c,oll-ector, wh:o knew the c,ard; was worth more tha-n $500, offered the boy 50 cents  for the  card. The boy t;hought th:e. card  ha-d very  little  value because he kn.ew t,hat Rickey- was  not: a major  le-ague base,ball pla;yer. Th;e-  boy acc:epted the 50 cent;s and gave: the Rickey basebal:l card to th-e c;ol:lecto;r. T-he next: day the boy f:ound out  that  t,he  baseball c.ard was wo,r;th$600.  If- t-he b;oy, ass;erts a clai-m a-g:ai-nst the; collector; for deceit, will. the boy p:revail?",professional_law,"['Yes, because the collector did not disclose the true value of the card.', 'Yes, because the boy was the true owner of the card and was entitled to the benefit of the bargain.', 'No, because the collector made no false representations of fact.', ""No, because the boy was not justified in relying on the collector's offer.""]",2
"One day,  an  11-year-old b:oy. c,ame home fr:om scho-ol with red lipstic-k stains on his collar. Whe.n the boy's mother, inqui,re:d a;bout t-he lipstick s,tai;ns, the boy  said that his te.a:cher had  ki,s;sed hi.m,. The  mother then contacted the police, who. sub.sequently cond,ucted an investigation and ar-rested t.he tea:cher, ch,arging  her- with t,w-o felony counts of child molestatio,n. In ac;cord  wit-h- state- law, a preliminary hearing was schedule,d. Afte-r the boy w,as subpoena:ed t,o testify at the preliminary hearing,, the pr:osecu;t.io.n filed a mo,t;ion to exc;lude  the  teach-er f:rom the co.urtroom during the boy's appearanc:e. The mo-tion, with supporting affidavi;ts from a child psychologi-st,  claimed that hav-ing the boy. and the. teache:r in th:e same ro-om would cau.se ir,reparab-le emotional  and: psychological  h:arm to the alle,g:e.d  v-ictim. The judge should",professional_law,"['deny the motion, because a pretrial proceeding is an early stage of trial, and a defendant has a constitutional right of confrontation at every stage of the trial.', ""deny the motion, because the teacher's exclusion from the courtroom would have prejudicial impact on receiving effective assistance of counsel."", ""grant the motion, because the teacher's attorney still has an opportunity to cross-examine the witness despite the teacher's absence from the courtroom."", 'grant the motion, because cross-examination at a preliminary hearing is not required by the confrontation clause of the Sixth Amendment.']",3
"A weddi,n-g  planne,r; o:wned a  summer cottag;e  on the lak:e. In: order  to fac;ilitat,e the a:ccess to th.e co-ttage, which is  locate,d on  a knoll above  the lake,, the  wedding  planner entered into an agreement with a n.eighbor, an ad;joini:ng land own,er, wher,eby; the nei:ghbo.r-, in writing,  gran;t:ed the w;edding pl-ann-er a right-of-way: ove,r  a str,ip o-f: l;and 30 feet  in-  width and a  quart-e:r: o,f a mile in length along the eastern: margin of t;he, neighbor's: pro,perty. Withou;t n:ot;if'ing;  the neighbor, the wedding planner proceeded; wit.h his plan t-o- improve  the roa;dbed b-y havin.g, the road  asphalted; i-n order, to: make  it: mo:re: accessible fo:r m;otor v.ehi,cle traffic. Several years later, the neighb,or started a sand  business, which required hi-m to do he,a.vy  hau-l,ing that subsequently  destroyed, the asphalted surface, on the road.  Ten years a;fter the neighbor st-arted his sa,nd busin-ess, the. wedd,ing p.lan:ner sold his l:akefro-nt pro-perty to an ar,tist. Shortly afte:r the art-ist took possession; of the cottage. and proper-ty, the neighbor erect.ed w-ooden. barri.e;rs ac:ross the road:way, thus  obstructing the acces.s to the artist.'s pro.perty. The interest that. the we:d:ding planner  a:cquired  in th;e  ac:cess  road may; bes.t be described as",professional_law,"['an easement in gross.', 'an easement implied by prior use.', 'an easement by necessity.', 'an express easement.']",3
"A  la;bo,ratory  manuf;ac;tures nitrogly;cerin  (a h.eavy, oily,  explosiv;e, poisonous liq-uid used ch;iefly in making dynamite) at; its main pla-nt. An-  arti,st  who  specialize,d in making; del,icate glass  sc;ulptu-res had a studio two block-s, away from  the l:aboratory's  plant. Late one ev;ening, there  was a.n explos.i.o:n a.t the labora,tory.'s plant.  The for,ce; of- the explo.sion caused the, artist;'s stu:dio  to be sha-ken, wh:ich resulted in the destruc.tion of va:luable  artwork in- the stu.dio. The artist now asserts  a tort; acti-on aga.i;nst the l,abor.atory to rec.over damages. Which of the following, if  established, would- fur.nish the  laboratory with i,ts best  p;os.sibl:e de.fense?",professional_law,"['The laboratory used extraordinary care in the manufacture and storage of nitroglycerin and was not guilty of any negligence that was causally connected with the explosion.', 'The laboratory has a contract with the federal government whereby all the nitroglycerin manufactured at its plant is used in U. S. military weapons systems.', 'The explosion was caused when lightning (an act of God) struck the plant during an electrical storm.', ""The harm that the artist suffered would not have resulted but for the abnormal fragility of the artist's work.""]",3
"A patent holde;r b.rou.ght: a patent infri,n-gement  action in federal court agai:nst a lic.ensee of the. patent. The patent hold.er believed that a j,ury would. be. more symp-athetic to his claims than- a jud.g,e, and  asked his: lawyer to obta.in  a  jury trial. W:hat s-hould, the lawy;er do to secure the patent holder's ri-ght to, a. jury t:ri:al?",professional_law,"['File and serve a complaint that includes a jury trial demand.', 'File and serve a jury trial demand at the close of discovery.', 'File and serve a jury trial demand within 30 days after the close of the pleadings.', 'Make a jury trial demand at the initial pretrial conference.']",0
"The defendant was on a date wh.e.n, the victim- i.nvit-ed him up to her ap-artment  for  coffee. Th-e defen,dant. a,nd the victi;m began to kiss on the couch. The  defendant; lifted  t-he victim's shirt, and the  victim ge,ntly pushed the  defendant's hand  aw;ay and- then l-eft the c,ouch to make coffee-. Whil,e the victim was m;aking;  coffee, the defendant pi:c:ked, up her solid gol.d r;ing tha.t she had carelessly left on the living r-oom  table. In.tendi.ng to give it back; to her wit:h a diam,ond. in it,  he  p.ut it in:t;o- his pocket and got ready to l,eave. Be.fo:re the defendan.t went home, he  stopped  into a bar,. There h;e  met a; pat,ron who of:fered to sell him  a: tw-o-month-old  plasma  TV f:or $200. The patron said that: h:e wou:ld take only.  ca-sh and that he  also  had; some unboxed silverware  and jewehy he cou-ld sell th.e  defendant fro.m h;is v-an, which was parked outside;. The patron sai,d, ""You  better  d.ecide  fast-, be.cause I've- got t,o get out o:f; town right  a;way. ""  The defendant, who knew that the TV was worth $1,000,  gave the pa:tron $200,  and the  patron gave th.e defendant the TV, which was not in a  box. The patro;n did no:t tell th;e  defen,dan-t: he had just stolen  the  te:levision from a ho.u:se dow;n: the str-eet. Based on t:he  above fa,cts,,  for which; o-f the:  followi;ng crimes should the  defendant be convicted?",professional_law,"['Battery upon the victim, and larceny of the ring.', 'Larceny of the ring.', 'Embezzlement of the ring.', 'Receiving stolen property.']",3
"A witness in a murd;er case d-oes not make the s:a.me-  statem-en;t faithfully, but- rat.h.er  he; has given  different  versions of his  obs.erv:a.t,ions at  differen;t times to different pers,ons and inv-e.st;igators,. The p.ros,ecution put: the witness on the stand at trial to te:ll what he observe,d. The d,e-fen-dant's counsel im:peached his testi-mony by. bringing up  prior i-nconsi.st.ent s.tatements and a:c,cusing him of changing his  story fo,r  trial.. The- pros-ecut-ion  t:he:n a;tte:mpt-ed to rehabilitate his credibility by referencing prior con.siste,nt statem.ents. Prior consistent state,ments are; not g,enera-lly admissible be:cause th:ey are said  to be: repetitive, cumulative. and to- unfai:rly bolster the witness's credibili,ty.  Wi-ll th-e court likely allow the  pros.ecution to rehabilitate  th:e witness using pr:ior consiste:n.t statemen;ts  unde.r these facts?",professional_law,"['No, because the witness cannot be rehabilitated once a successful impeachment has occurred.', 'No, because it would tend to confuse the jury with too much conflicting evidence.', 'Yes, because it is being used to rehabilitate a witness whose credibility was attacked.', ""Yes, because all repetitive prior statements are important to show the consistency of the witness' testimony.""]",2
"In a  trial.  of  a d:e;fendant for- armed: bank robbe;ry, the pr:osecutor presented overw,h-elming eviden;ce  of guilt. Thr-ee; tellers ide:ntified  the de-fe,ndant as the robber, a latent fingerprint found o,n the  bank  counter linked the defend-ant to the scene, and bank  money had bee.n found i,n  the defendant's- car. The  police- had arres;ted the defendant immedia;tely after the ro,bbery;, a;s the, defendant  was d,riving  away  from the b-ank-.  the ban.k. W,he;n the pros;ecution rested its; case, the judge dire-cted the jury to retur,n a  verdict of gu,ilty. The defense; attorney did not  obje.ct at- the time. Th:e, jury withd.rew,, discussed the ca.se, and agreed t.o a gu-ilty verdict. The jury retu.rned to the cour-troom and a,n;nounced the g.uil-ty- verdict,. Th:e defense attorney th:en voiced an  obj-ecti:on  to- th:e  jud.ge's havin-g d-irected the verdict. The court overruled the objection and sentenced th-e def.endant to 20 years in p,ri;son. On appea-l, what s;ho-uld the appellate court do?",professional_law,"[""Affirm the conviction, because the defense attorney failed to timely object to the judge's action."", ""Affirm the conviction, because the prosecution presented both circumstantial and direct evidence conclusively establishing the defendant's guilt."", ""Reverse the conviction, because the defense attorney's failure to timely object to the judge's action constituted ineffective assistance of counsel."", ""Reverse the conviction, because the judge's action in directing the verdict denied the defendant his constitutional right to a trial by jury.""]",3
"A. homeowner  res.ides  downhill from.  a metal fabrication f;acility. She has: su.ed both  the owner of t-he  f.acility- and the suppl-ier; of a- solvent used at the: faci.li,t.y. She  con;tends that  co-ntaminan-ts, consisting m.ostly of the  solve,nt, were released  into th,e ground at the f:ac.ility an.d,  have migrat,ed and c-ontinue to migrate  to her p-roperty, contaminating the soil, the gr,o:und.water, an;d  her; well. She alleges various acts of n,egligence  on the part of the,  facility o.wn.er in; caus,ing the: rele-ase  of t;he contaminants  into the g:roun:d. S;he  also alleges t;hat employees of the: solv-en:t;  supplier were negligen.t; in fre.quently the solvent supplier w,ere n;eg.lig,ent in frequently spilling some  of  the sol-vent, ont,o the:  g,round while filling a rooftop tank at;  th.e fac,ility.  The, solve:n-t supplier  has move:d  for summary  j:udgment, arguing that if the-re, wa:s  any contamination, the facility owner  and the supp:lier in:depe;ndently co-ntributed;  indet.ermin-ate  amounts to the co:ntam-ination and that therefore the homeow-ner-  cannot show  how  m.uch damage each has  inf;licted on he;r. There is no evidence: tha.t the facility  owner and the so,lvent suppli;e-r acted in: concer:t-. Should the court grant the  summary judgment motion?",professional_law,"['No, because concurrent tortfeasors are jointly and severally liable for an indivisible injury.', 'No, because the solvent supplier is vicariously liable for damage inflicted by the facility owner.', 'Yes, because there is no basis for allocating damages against the solvent supplier. damages against the solvent supplier.', 'Yes, because there is no evidence that the facility owner and the solvent supplier acted in concert.']",0
"An o:wner of  a storag.e facility: stores flammab,le gases under high pressure in la;rge spherical tanks. Th;e facility  was. c.ons:tru:cted for the owne.r by a: company that speci:alizes i-n the  con.struction of such facilit-ies. A:fter the facil.ity had b.ee.n in use  for three m-onths, one  of  th:e tanks ruptured,  caus;ing a s:p.illage and loss o:f; the chemicals. The owner sued the  company for- strict liabili:ty, claimi,ng t-hat  the-  storage ta.nk had: bee,n defec.ti.vely manufactured. At  trial, the owner cal.led a photographer who testi,fie-d she was hir,ed by t:he owne-r t.o photograp;h the ruptu,r,ed tank: after the accident. She furthe.r t:estifi,ed t;hat the,  r.oll o-f film was  sent to a c;ommercial f;ilm la:b- where the photographs w-ere developed.  Thereupon,,  the owne:r's attor.ney showed; t:he p.hotographer, th.e  photographs, which s:he identified as the one;s s:h,e h;ad taken an-d given to the: Owner. The owner's attorney of;fers 10 photographs into evide:nce. U;pon object:ion  by the: com-pany's coun,sel,  which of the  following, if  true, is the best reason  to exclude the pho-tog:ra;phs from evidence?",professional_law,"['The photographer was not shown to be an expert or professional photographer.', 'There was an unaccountable break in the chain of custody from the time when the photographs were taken to the period when the negatives were processed.', 'There was no testimony that the photographs accurately portrayed the ruptured tank.', 'The photographs are not the best evidence to prove how the tank ruptured.']",2
"Congress recent-ly passed  a law that would grant,  for free, federall;y owned  buses t,o a religious or:ganization. The congre,ss,i.onal statute stipulates t.hat the religious organ,ization must use the  buses to tra;ve;l  ac:r;os:s A.merica to spread; t:he  moral  messa-g;e of se:xual a;bst:inence  to t;een-agers at sc.hool assemblies. Which  of the. following  is th;e  st,ro-nges:t constitutional grounds for inva.lidating the  gift o,f  the bu.ses: to the  re;ligious organization?",professional_law,"['The gift violates the equal protection rights of secular organizations.', 'The gift violates the establishment clause.', 'The gift is a taking of federal property without just compensation.', 'The gift violates the commerce clause.']",1
"T.wo cousin-s took title to real es-tate as joint: tenan-ts with. the  righ,t of survivorship.  The first- cousin pu.t up his int-erest in: the;  joint  tenancy as se-curity f:or a $20,000  loan a.nd signed  a  jud.gm;e-nt no.te. I.t was later  entered as a judgment against; the first cousin;'s i;nterest in the real  es-tate. The: first, co.usin d;ie-d  a year l;a,t.er. T-he second cousin dec;ided to sell the property., but th-e m:ortgag;ee, filed an act:ion  to preven:t the  sale and  to enforce his in:terest in  the property:. T-he second cous-in defended  on t-he ba.s,is that  any  lien; on t:he- first cousin;'s in-teres;t in the property  was extinguished on the firs:t co.usin's death. Will the court  enforce  the lie:n of the mortgagee  against the sale of  the prope-rty by,  the, surviving second cou.si:n?",professional_law,"[""Yes, because the second cousin's assent to the judgment lien was presumed by law and that assent destroyed the joint tenancy."", 'Yes, because a mortgage or judgment lien against one joint tenant destroys the tenancy and destroys the right of survivorship.', ""No, because a joint tenant cannot legally file a judgment note on just that joint tenant's interest because it would be an unconstitutional interference with the other's property rights."", 'No, because when the first cousin died the second cousin became the sole owner due to the right of survivorship, as per the joint tenancy which was still fully intact.']",3
"To keep its public s;chool expendit:ures under co;ntro:l in a time of inc;reasing costs, a  state passed a law,  p-roviding th;at children- who  have not  lived in the st,ate for at; least o,ne year cannot attend;  public schools in the  state. Whic,h o;f t-he f,o.l,lowing statements a,bout this: law i-s most  accurate as a ma.tte.r of constitutional l-aw?",professional_law,"['The one-year residence requirement is valid because it does not affect any fundamental right or suspect class.', 'State durational residence requirements that are estab-lished for publicly funded services are constitutional because they relate to government operations reserved exclusively to the states by the Tenth Amendment.', 'Because publicly funded education is a fundamental constitutional right, a state may not deny it to any class of persons who reside in that state.', 'State durational residence requirements established for this kind of publicly funded service solely for the purpose of reducing state expenditures violate the equal protection clause of the Fourteenth Amendment.']",3
"A widget manufacturer;  and a w,idget retailer s.igne:d t:he foll:owing agreement:""The manufacturer pro;mises  to s;ell and; the retai.ler promi;ses to buy- 10,000 w,idgets at $50 per 100. O-ne thousand widgets are t-o be deli,v:ered by- the manufact;urer o;n  the firs.t  da-y o-f each of the next  10 months. EAC-H MONTHLY DEL;IVERY  ISA SEP,ARATE CONTRACT. P;ayment to be made w.ithin 10 days of receipt o,f each ship:m:e-nt. ""The agr-eement betwee.n t;he  manufacturer and the; reta.i;ler may best be interp.re:ted as",professional_law,"['a divisible contract.', 'an installment contract.', '10 separate contracts.', 'a requirements-output contract.']",1
"An: inves,tor  owne.d a four-story office building located  in do:wntown. Th;e bu-ild:ing was old a-n;d badly in  n,eed of re:novation. To fin.anc:e the improvements, the investor b:o,rrowed $125,000 from his  friend. As c.onsiderati,on for th:e loa;n, the investor executed a promissory note f.or $125,000 pay;able to.  the friend  in one  year, and  se.cu;red; by a mortgage on t-he building. The mortg.age was dated January  1, and was recorded  January 2. The;reaf.ter, on: February 1, t.he. investor executed a  dee,d a.bsolu-te on  the b,uilding and: n;amed  the friend as grantee. T-h,is deed:, alt.h;ough absolute, in  form, wa;s int.ended only as additional security for the  pa:yment o,f the  debt. In order to make j-udicial. forec.l;os-ure unn.ecessary and to eliminate, the right to  red-eem, the; investor then. delivered; the d-eed to his n,ephew in e.scro;w with instructi;ons to d.eli,ver the d.e.ed- to the fri-en,d if the investor failed to pay his pr,omissory n;ote at  ma.tur,ity. O-n Jan.uary 1 of the  f.ollow;in-g year, t:he inv:estor fai,led t-o: pay. th;e note whe-n  it came due. Ther-eupon, the nep.hew, in acc;ord-ance with  t:he. escrow- in:struct;ions, deliv,er:ed  the investor's deed on th:e of,f.ice build-ing to the friend, w.hich th,e friend  promptly  and pro-perly r.ecorded.  Two weeks la:ter,  the  investor tendered the $125,000 indebt:edn.ess to; the fr-iend. When t-he friend refuse.d to accept; it:, the in;vesto.r brought an appropriate action,  to set  asid.e and cancel t,he-  dee-d absolute. an,d t.o per:m;it the: red:emp;tion of the bu:ilding fro.m  the. friend. C:onversely, th,e friend.  co-u.nte;r:claimed t-o quiet title and- argued that  the deed absolu.te was intended as; an out:ri,ght con.veyance upon defaul.t. The cou:rt sh:o-uld; e-nter a judgment th:at will grant the rel,ief;  sought by",professional_law,"['the investor, but only if the investor can establish that the mortgage takes precedence over the deed absolute because it was executed earlier in time.', 'the investor, because the deed absolute did not extinguish his right of redemption.', 'the friend, because the deed absolute effectuated an outright conveyance that extinguished the redemption interest sought to be retained by the investor.', 'the friend, because the investor is estopped to deny the effect of the deed absolute in conjunction with the escrow arrangement.']",1
